ID,Company,Title,Location,Salary,Status,URL
"775","Auth0","Enterprise Customer Success Manager","Denver, CO","$75775 - $95775","submitted","https://careers.auth0.com/jobs/775"
"776","Cloudflare","Senior Account Manager","Los Angeles, CA","$75776 - $95776","external","https://careers.cloudflare.com/jobs/776"
"777","Fastly","Strategic Account Manager","New York, NY","$75777 - $95777","external","https://careers.fastly.com/jobs/777"
"778","Datadog","Key Account Manager","San Francisco, CA","$75778 - $95778","external","https://careers.datadog.com/jobs/778"
"779","New Relic","National Account Manager","Seattle, WA","$75779 - $95779","external","https://careers.newrelic.com/jobs/779"
"780","GitLab","Customer Success Manager","Miami, FL","$75780 - $95780","submitted","https://careers.gitlab.com/jobs/780"
"781","GitHub","Account Manager","Phoenix, AZ","$75781 - $95781","external","https://careers.github.com/jobs/781"
"782","Bitbucket","Client Success Manager","Portland, OR","$75782 - $95782","external","https://careers.bitbucket.com/jobs/782"
"783","Jira","Customer Success Specialist","San Diego, CA","$75783 - $95783","external","https://careers.jira.com/jobs/783"
"784","Confluence","Account Executive","Remote, US","$75784 - $95784","external","https://careers.confluence.com/jobs/784"
"785","Trello","Sales Representative","Atlanta, GA","$75785 - $95785","submitted","https://careers.trello.com/jobs/785"
"786","Asana","Business Development Representative","Austin, TX","$75786 - $95786","external","https://careers.asana.com/jobs/786"
"787","Monday","Sales Development Representative","Boston, MA","$75787 - $95787","external","https://careers.monday.com/jobs/787"
"788","Notion","Client Relationship Manager","Chicago, IL","$75788 - $95788","external","https://careers.notion.com/jobs/788"
"789","Airtable","Customer Success Associate","Denver, CO","$75789 - $95789","external","https://careers.airtable.com/jobs/789"
"790","Figma","Enterprise Customer Success Manager","Los Angeles, CA","$75790 - $95790","submitted","https://careers.figma.com/jobs/790"
"791","Miro","Senior Account Manager","New York, NY","$75791 - $95791","external","https://careers.miro.com/jobs/791"
"792","Canva","Strategic Account Manager","San Francisco, CA","$75792 - $95792","external","https://careers.canva.com/jobs/792"
"793","Adobe","Key Account Manager","Seattle, WA","$75793 - $95793","external","https://careers.adobe.com/jobs/793"
"794","Microsoft","National Account Manager","Miami, FL","$75794 - $95794","external","https://careers.microsoft.com/jobs/794"
"795","Google","Customer Success Manager","Phoenix, AZ","$75795 - $95795","submitted","https://careers.google.com/jobs/795"
"796","Amazon","Account Manager","Portland, OR","$75796 - $95796","external","https://careers.amazon.com/jobs/796"
"797","Meta","Client Success Manager","San Diego, CA","$75797 - $95797","external","https://careers.meta.com/jobs/797"
"798","Apple","Customer Success Specialist","Remote, US","$75798 - $95798","external","https://careers.apple.com/jobs/798"
"799","Netflix","Account Executive","Atlanta, GA","$75799 - $95799","external","https://careers.netflix.com/jobs/799"
"800","Spotify","Sales Representative","Austin, TX","$75800 - $95800","submitted","https://careers.spotify.com/jobs/800"
"801","Uber","Business Development Representative","Boston, MA","$75801 - $95801","external","https://careers.uber.com/jobs/801"
"802","Lyft","Sales Development Representative","Chicago, IL","$75802 - $95802","external","https://careers.lyft.com/jobs/802"
"803","Airbnb","Client Relationship Manager","Denver, CO","$75803 - $95803","external","https://careers.airbnb.com/jobs/803"
"804","Stripe","Customer Success Associate","Los Angeles, CA","$75804 - $95804","external","https://careers.stripe.com/jobs/804"
"805","Square","Enterprise Customer Success Manager","New York, NY","$75805 - $95805","submitted","https://careers.square.com/jobs/805"
"806","PayPal","Senior Account Manager","San Francisco, CA","$75806 - $95806","external","https://careers.paypal.com/jobs/806"
"807","Shopify","Strategic Account Manager","Seattle, WA","$75807 - $95807","external","https://careers.shopify.com/jobs/807"
"808","BigCommerce","Key Account Manager","Miami, FL","$75808 - $95808","external","https://careers.bigcommerce.com/jobs/808"
"809","WooCommerce","National Account Manager","Phoenix, AZ","$75809 - $95809","external","https://careers.woocommerce.com/jobs/809"
"810","Salesforce","Customer Success Manager","Portland, OR","$75810 - $95810","submitted","https://careers.salesforce.com/jobs/810"
"811","HubSpot","Account Manager","San Diego, CA","$75811 - $95811","external","https://careers.hubspot.com/jobs/811"
"812","Zoom","Client Success Manager","Remote, US","$75812 - $95812","external","https://careers.zoom.com/jobs/812"
"813","Slack","Customer Success Specialist","Atlanta, GA","$75813 - $95813","external","https://careers.slack.com/jobs/813"
"814","Atlassian","Account Executive","Austin, TX","$75814 - $95814","external","https://careers.atlassian.com/jobs/814"
"815","Zendesk","Sales Representative","Boston, MA","$75815 - $95815","submitted","https://careers.zendesk.com/jobs/815"
"816","ServiceNow","Business Development Representative","Chicago, IL","$75816 - $95816","external","https://careers.servicenow.com/jobs/816"
"817","Workday","Sales Development Representative","Denver, CO","$75817 - $95817","external","https://careers.workday.com/jobs/817"
"818","Snowflake","Client Relationship Manager","Los Angeles, CA","$75818 - $95818","external","https://careers.snowflake.com/jobs/818"
"819","Datadog","Customer Success Associate","New York, NY","$75819 - $95819","external","https://careers.datadog.com/jobs/819"
"820","MongoDB","Enterprise Customer Success Manager","San Francisco, CA","$75820 - $95820","submitted","https://careers.mongodb.com/jobs/820"
"821","Elastic","Senior Account Manager","Seattle, WA","$75821 - $95821","external","https://careers.elastic.com/jobs/821"
"822","Twilio","Strategic Account Manager","Miami, FL","$75822 - $95822","external","https://careers.twilio.com/jobs/822"
"823","SendGrid","Key Account Manager","Phoenix, AZ","$75823 - $95823","external","https://careers.sendgrid.com/jobs/823"
"824","Mailchimp","National Account Manager","Portland, OR","$75824 - $95824","external","https://careers.mailchimp.com/jobs/824"
"825","DocuSign","Customer Success Manager","San Diego, CA","$75825 - $95825","submitted","https://careers.docusign.com/jobs/825"
"826","Dropbox","Account Manager","Remote, US","$75826 - $95826","external","https://careers.dropbox.com/jobs/826"
"827","Box","Client Success Manager","Atlanta, GA","$75827 - $95827","external","https://careers.box.com/jobs/827"
"828","Okta","Customer Success Specialist","Austin, TX","$75828 - $95828","external","https://careers.okta.com/jobs/828"
"829","Auth0","Account Executive","Boston, MA","$75829 - $95829","external","https://careers.auth0.com/jobs/829"
"830","Cloudflare","Sales Representative","Chicago, IL","$75830 - $95830","submitted","https://careers.cloudflare.com/jobs/830"
"831","Fastly","Business Development Representative","Denver, CO","$75831 - $95831","external","https://careers.fastly.com/jobs/831"
"832","Datadog","Sales Development Representative","Los Angeles, CA","$75832 - $95832","external","https://careers.datadog.com/jobs/832"
"833","New Relic","Client Relationship Manager","New York, NY","$75833 - $95833","external","https://careers.newrelic.com/jobs/833"
"834","GitLab","Customer Success Associate","San Francisco, CA","$75834 - $95834","external","https://careers.gitlab.com/jobs/834"
"835","GitHub","Enterprise Customer Success Manager","Seattle, WA","$75835 - $95835","submitted","https://careers.github.com/jobs/835"
"836","Bitbucket","Senior Account Manager","Miami, FL","$75836 - $95836","external","https://careers.bitbucket.com/jobs/836"
"837","Jira","Strategic Account Manager","Phoenix, AZ","$75837 - $95837","external","https://careers.jira.com/jobs/837"
"838","Confluence","Key Account Manager","Portland, OR","$75838 - $95838","external","https://careers.confluence.com/jobs/838"
"839","Trello","National Account Manager","San Diego, CA","$75839 - $95839","external","https://careers.trello.com/jobs/839"
"840","Asana","Customer Success Manager","Remote, US","$75840 - $95840","submitted","https://careers.asana.com/jobs/840"
"841","Monday","Account Manager","Atlanta, GA","$75841 - $95841","external","https://careers.monday.com/jobs/841"
"842","Notion","Client Success Manager","Austin, TX","$75842 - $95842","external","https://careers.notion.com/jobs/842"
"843","Airtable","Customer Success Specialist","Boston, MA","$75843 - $95843","external","https://careers.airtable.com/jobs/843"
"844","Figma","Account Executive","Chicago, IL","$75844 - $95844","external","https://careers.figma.com/jobs/844"
"845","Miro","Sales Representative","Denver, CO","$75845 - $95845","submitted","https://careers.miro.com/jobs/845"
"846","Canva","Business Development Representative","Los Angeles, CA","$75846 - $95846","external","https://careers.canva.com/jobs/846"
"847","Adobe","Sales Development Representative","New York, NY","$75847 - $95847","external","https://careers.adobe.com/jobs/847"
"848","Microsoft","Client Relationship Manager","San Francisco, CA","$75848 - $95848","external","https://careers.microsoft.com/jobs/848"
"849","Google","Customer Success Associate","Seattle, WA","$75849 - $95849","external","https://careers.google.com/jobs/849"
"850","Amazon","Enterprise Customer Success Manager","Miami, FL","$75850 - $95850","submitted","https://careers.amazon.com/jobs/850"
"851","Meta","Senior Account Manager","Phoenix, AZ","$75851 - $95851","external","https://careers.meta.com/jobs/851"
"852","Apple","Strategic Account Manager","Portland, OR","$75852 - $95852","external","https://careers.apple.com/jobs/852"
"853","Netflix","Key Account Manager","San Diego, CA","$75853 - $95853","external","https://careers.netflix.com/jobs/853"
"854","Spotify","National Account Manager","Remote, US","$75854 - $95854","external","https://careers.spotify.com/jobs/854"
"855","Uber","Customer Success Manager","Atlanta, GA","$75855 - $95855","submitted","https://careers.uber.com/jobs/855"
"856","Lyft","Account Manager","Austin, TX","$75856 - $95856","external","https://careers.lyft.com/jobs/856"
"857","Airbnb","Client Success Manager","Boston, MA","$75857 - $95857","external","https://careers.airbnb.com/jobs/857"
"858","Stripe","Customer Success Specialist","Chicago, IL","$75858 - $95858","external","https://careers.stripe.com/jobs/858"
"859","Square","Account Executive","Denver, CO","$75859 - $95859","external","https://careers.square.com/jobs/859"
"860","PayPal","Sales Representative","Los Angeles, CA","$75860 - $95860","submitted","https://careers.paypal.com/jobs/860"
"861","Shopify","Business Development Representative","New York, NY","$75861 - $95861","external","https://careers.shopify.com/jobs/861"
"862","BigCommerce","Sales Development Representative","San Francisco, CA","$75862 - $95862","external","https://careers.bigcommerce.com/jobs/862"
"863","WooCommerce","Client Relationship Manager","Seattle, WA","$75863 - $95863","external","https://careers.woocommerce.com/jobs/863"
"864","Salesforce","Customer Success Associate","Miami, FL","$75864 - $95864","external","https://careers.salesforce.com/jobs/864"
"865","HubSpot","Enterprise Customer Success Manager","Phoenix, AZ","$75865 - $95865","submitted","https://careers.hubspot.com/jobs/865"
"866","Zoom","Senior Account Manager","Portland, OR","$75866 - $95866","external","https://careers.zoom.com/jobs/866"
"867","Slack","Strategic Account Manager","San Diego, CA","$75867 - $95867","external","https://careers.slack.com/jobs/867"
"868","Atlassian","Key Account Manager","Remote, US","$75868 - $95868","external","https://careers.atlassian.com/jobs/868"
"869","Zendesk","National Account Manager","Atlanta, GA","$75869 - $95869","external","https://careers.zendesk.com/jobs/869"
"870","ServiceNow","Customer Success Manager","Austin, TX","$75870 - $95870","submitted","https://careers.servicenow.com/jobs/870"
"871","Workday","Account Manager","Boston, MA","$75871 - $95871","external","https://careers.workday.com/jobs/871"
"872","Snowflake","Client Success Manager","Chicago, IL","$75872 - $95872","external","https://careers.snowflake.com/jobs/872"
"873","Datadog","Customer Success Specialist","Denver, CO","$75873 - $95873","external","https://careers.datadog.com/jobs/873"
"874","MongoDB","Account Executive","Los Angeles, CA","$75874 - $95874","external","https://careers.mongodb.com/jobs/874"
"875","Elastic","Sales Representative","New York, NY","$75875 - $95875","submitted","https://careers.elastic.com/jobs/875"
"876","Twilio","Business Development Representative","San Francisco, CA","$75876 - $95876","external","https://careers.twilio.com/jobs/876"
"877","SendGrid","Sales Development Representative","Seattle, WA","$75877 - $95877","external","https://careers.sendgrid.com/jobs/877"
"878","Mailchimp","Client Relationship Manager","Miami, FL","$75878 - $95878","external","https://careers.mailchimp.com/jobs/878"
"879","DocuSign","Customer Success Associate","Phoenix, AZ","$75879 - $95879","external","https://careers.docusign.com/jobs/879"
"880","Dropbox","Enterprise Customer Success Manager","Portland, OR","$75880 - $95880","submitted","https://careers.dropbox.com/jobs/880"
"881","Box","Senior Account Manager","San Diego, CA","$75881 - $95881","external","https://careers.box.com/jobs/881"
"882","Okta","Strategic Account Manager","Remote, US","$75882 - $95882","external","https://careers.okta.com/jobs/882"
"883","Auth0","Key Account Manager","Atlanta, GA","$75883 - $95883","external","https://careers.auth0.com/jobs/883"
"884","Cloudflare","National Account Manager","Austin, TX","$75884 - $95884","external","https://careers.cloudflare.com/jobs/884"
"885","Fastly","Customer Success Manager","Boston, MA","$75885 - $95885","submitted","https://careers.fastly.com/jobs/885"
"886","Datadog","Account Manager","Chicago, IL","$75886 - $95886","external","https://careers.datadog.com/jobs/886"
"887","New Relic","Client Success Manager","Denver, CO","$75887 - $95887","external","https://careers.newrelic.com/jobs/887"
"888","GitLab","Customer Success Specialist","Los Angeles, CA","$75888 - $95888","external","https://careers.gitlab.com/jobs/888"
"889","GitHub","Account Executive","New York, NY","$75889 - $95889","external","https://careers.github.com/jobs/889"
"890","Bitbucket","Sales Representative","San Francisco, CA","$75890 - $95890","submitted","https://careers.bitbucket.com/jobs/890"
"891","Jira","Business Development Representative","Seattle, WA","$75891 - $95891","external","https://careers.jira.com/jobs/891"
"892","Confluence","Sales Development Representative","Miami, FL","$75892 - $95892","external","https://careers.confluence.com/jobs/892"
"893","Trello","Client Relationship Manager","Phoenix, AZ","$75893 - $95893","external","https://careers.trello.com/jobs/893"
"894","Asana","Customer Success Associate","Portland, OR","$75894 - $95894","external","https://careers.asana.com/jobs/894"
"895","Monday","Enterprise Customer Success Manager","San Diego, CA","$75895 - $95895","submitted","https://careers.monday.com/jobs/895"
"896","Notion","Senior Account Manager","Remote, US","$75896 - $95896","external","https://careers.notion.com/jobs/896"
"897","Airtable","Strategic Account Manager","Atlanta, GA","$75897 - $95897","external","https://careers.airtable.com/jobs/897"
"898","Figma","Key Account Manager","Austin, TX","$75898 - $95898","external","https://careers.figma.com/jobs/898"
"899","Miro","National Account Manager","Boston, MA","$75899 - $95899","external","https://careers.miro.com/jobs/899"
"900","Canva","Customer Success Manager","Chicago, IL","$75900 - $95900","submitted","https://careers.canva.com/jobs/900"
"901","Adobe","Account Manager","Denver, CO","$75901 - $95901","external","https://careers.adobe.com/jobs/901"
"902","Microsoft","Client Success Manager","Los Angeles, CA","$75902 - $95902","external","https://careers.microsoft.com/jobs/902"
"903","Google","Customer Success Specialist","New York, NY","$75903 - $95903","external","https://careers.google.com/jobs/903"
"904","Amazon","Account Executive","San Francisco, CA","$75904 - $95904","external","https://careers.amazon.com/jobs/904"
"905","Meta","Sales Representative","Seattle, WA","$75905 - $95905","submitted","https://careers.meta.com/jobs/905"
"906","Apple","Business Development Representative","Miami, FL","$75906 - $95906","external","https://careers.apple.com/jobs/906"
"907","Netflix","Sales Development Representative","Phoenix, AZ","$75907 - $95907","external","https://careers.netflix.com/jobs/907"
"908","Spotify","Client Relationship Manager","Portland, OR","$75908 - $95908","external","https://careers.spotify.com/jobs/908"
"909","Uber","Customer Success Associate","San Diego, CA","$75909 - $95909","external","https://careers.uber.com/jobs/909"
"910","Lyft","Enterprise Customer Success Manager","Remote, US","$75910 - $95910","submitted","https://careers.lyft.com/jobs/910"
"911","Airbnb","Senior Account Manager","Atlanta, GA","$75911 - $95911","external","https://careers.airbnb.com/jobs/911"
"912","Stripe","Strategic Account Manager","Austin, TX","$75912 - $95912","external","https://careers.stripe.com/jobs/912"
"913","Square","Key Account Manager","Boston, MA","$75913 - $95913","external","https://careers.square.com/jobs/913"
"914","PayPal","National Account Manager","Chicago, IL","$75914 - $95914","external","https://careers.paypal.com/jobs/914"
"915","Shopify","Customer Success Manager","Denver, CO","$75915 - $95915","submitted","https://careers.shopify.com/jobs/915"
"916","BigCommerce","Account Manager","Los Angeles, CA","$75916 - $95916","external","https://careers.bigcommerce.com/jobs/916"
"917","WooCommerce","Client Success Manager","New York, NY","$75917 - $95917","external","https://careers.woocommerce.com/jobs/917"
"918","Salesforce","Customer Success Specialist","San Francisco, CA","$75918 - $95918","external","https://careers.salesforce.com/jobs/918"
"919","HubSpot","Account Executive","Seattle, WA","$75919 - $95919","external","https://careers.hubspot.com/jobs/919"
"920","Zoom","Sales Representative","Miami, FL","$75920 - $95920","submitted","https://careers.zoom.com/jobs/920"
"921","Slack","Business Development Representative","Phoenix, AZ","$75921 - $95921","external","https://careers.slack.com/jobs/921"
"922","Atlassian","Sales Development Representative","Portland, OR","$75922 - $95922","external","https://careers.atlassian.com/jobs/922"
"923","Zendesk","Client Relationship Manager","San Diego, CA","$75923 - $95923","external","https://careers.zendesk.com/jobs/923"
"924","ServiceNow","Customer Success Associate","Remote, US","$75924 - $95924","external","https://careers.servicenow.com/jobs/924"
"925","Workday","Enterprise Customer Success Manager","Atlanta, GA","$75925 - $95925","submitted","https://careers.workday.com/jobs/925"
"926","Snowflake","Senior Account Manager","Austin, TX","$75926 - $95926","external","https://careers.snowflake.com/jobs/926"
"927","Datadog","Strategic Account Manager","Boston, MA","$75927 - $95927","external","https://careers.datadog.com/jobs/927"
"928","MongoDB","Key Account Manager","Chicago, IL","$75928 - $95928","external","https://careers.mongodb.com/jobs/928"
"929","Elastic","National Account Manager","Denver, CO","$75929 - $95929","external","https://careers.elastic.com/jobs/929"
"930","Twilio","Customer Success Manager","Los Angeles, CA","$75930 - $95930","submitted","https://careers.twilio.com/jobs/930"
"931","SendGrid","Account Manager","New York, NY","$75931 - $95931","external","https://careers.sendgrid.com/jobs/931"
"932","Mailchimp","Client Success Manager","San Francisco, CA","$75932 - $95932","external","https://careers.mailchimp.com/jobs/932"
"933","DocuSign","Customer Success Specialist","Seattle, WA","$75933 - $95933","external","https://careers.docusign.com/jobs/933"
"934","Dropbox","Account Executive","Miami, FL","$75934 - $95934","external","https://careers.dropbox.com/jobs/934"
"935","Box","Sales Representative","Phoenix, AZ","$75935 - $95935","submitted","https://careers.box.com/jobs/935"
"936","Okta","Business Development Representative","Portland, OR","$75936 - $95936","external","https://careers.okta.com/jobs/936"
"937","Auth0","Sales Development Representative","San Diego, CA","$75937 - $95937","external","https://careers.auth0.com/jobs/937"
"938","Cloudflare","Client Relationship Manager","Remote, US","$75938 - $95938","external","https://careers.cloudflare.com/jobs/938"
"939","Fastly","Customer Success Associate","Atlanta, GA","$75939 - $95939","external","https://careers.fastly.com/jobs/939"
"940","Datadog","Enterprise Customer Success Manager","Austin, TX","$75940 - $95940","submitted","https://careers.datadog.com/jobs/940"
"941","New Relic","Senior Account Manager","Boston, MA","$75941 - $95941","external","https://careers.newrelic.com/jobs/941"
"942","GitLab","Strategic Account Manager","Chicago, IL","$75942 - $95942","external","https://careers.gitlab.com/jobs/942"
"943","GitHub","Key Account Manager","Denver, CO","$75943 - $95943","external","https://careers.github.com/jobs/943"
"944","Bitbucket","National Account Manager","Los Angeles, CA","$75944 - $95944","external","https://careers.bitbucket.com/jobs/944"
"945","Jira","Customer Success Manager","New York, NY","$75945 - $95945","submitted","https://careers.jira.com/jobs/945"
"946","Confluence","Account Manager","San Francisco, CA","$75946 - $95946","external","https://careers.confluence.com/jobs/946"
"947","Trello","Client Success Manager","Seattle, WA","$75947 - $95947","external","https://careers.trello.com/jobs/947"
"948","Asana","Customer Success Specialist","Miami, FL","$75948 - $95948","external","https://careers.asana.com/jobs/948"
"949","Monday","Account Executive","Phoenix, AZ","$75949 - $95949","external","https://careers.monday.com/jobs/949"
"950","Notion","Sales Representative","Portland, OR","$75950 - $95950","submitted","https://careers.notion.com/jobs/950"
"951","Airtable","Business Development Representative","San Diego, CA","$75951 - $95951","external","https://careers.airtable.com/jobs/951"
"952","Figma","Sales Development Representative","Remote, US","$75952 - $95952","external","https://careers.figma.com/jobs/952"
"953","Miro","Client Relationship Manager","Atlanta, GA","$75953 - $95953","external","https://careers.miro.com/jobs/953"
"954","Canva","Customer Success Associate","Austin, TX","$75954 - $95954","external","https://careers.canva.com/jobs/954"
"955","Adobe","Enterprise Customer Success Manager","Boston, MA","$75955 - $95955","submitted","https://careers.adobe.com/jobs/955"
"956","Microsoft","Senior Account Manager","Chicago, IL","$75956 - $95956","external","https://careers.microsoft.com/jobs/956"
"957","Google","Strategic Account Manager","Denver, CO","$75957 - $95957","external","https://careers.google.com/jobs/957"
"958","Amazon","Key Account Manager","Los Angeles, CA","$75958 - $95958","external","https://careers.amazon.com/jobs/958"
"959","Meta","National Account Manager","New York, NY","$75959 - $95959","external","https://careers.meta.com/jobs/959"
"960","Apple","Customer Success Manager","San Francisco, CA","$75960 - $95960","submitted","https://careers.apple.com/jobs/960"
"961","Netflix","Account Manager","Seattle, WA","$75961 - $95961","external","https://careers.netflix.com/jobs/961"
"962","Spotify","Client Success Manager","Miami, FL","$75962 - $95962","external","https://careers.spotify.com/jobs/962"
"963","Uber","Customer Success Specialist","Phoenix, AZ","$75963 - $95963","external","https://careers.uber.com/jobs/963"
"964","Lyft","Account Executive","Portland, OR","$75964 - $95964","external","https://careers.lyft.com/jobs/964"
"965","Airbnb","Sales Representative","San Diego, CA","$75965 - $95965","submitted","https://careers.airbnb.com/jobs/965"
"966","Stripe","Business Development Representative","Remote, US","$75966 - $95966","external","https://careers.stripe.com/jobs/966"
"967","Square","Sales Development Representative","Atlanta, GA","$75967 - $95967","external","https://careers.square.com/jobs/967"
"968","PayPal","Client Relationship Manager","Austin, TX","$75968 - $95968","external","https://careers.paypal.com/jobs/968"
"969","Shopify","Customer Success Associate","Boston, MA","$75969 - $95969","external","https://careers.shopify.com/jobs/969"
"970","BigCommerce","Enterprise Customer Success Manager","Chicago, IL","$75970 - $95970","submitted","https://careers.bigcommerce.com/jobs/970"
"971","WooCommerce","Senior Account Manager","Denver, CO","$75971 - $95971","external","https://careers.woocommerce.com/jobs/971"
"972","Salesforce","Strategic Account Manager","Los Angeles, CA","$75972 - $95972","external","https://careers.salesforce.com/jobs/972"
"973","HubSpot","Key Account Manager","New York, NY","$75973 - $95973","external","https://careers.hubspot.com/jobs/973"
"974","Zoom","National Account Manager","San Francisco, CA","$75974 - $95974","external","https://careers.zoom.com/jobs/974"
"975","Slack","Customer Success Manager","Seattle, WA","$75975 - $95975","submitted","https://careers.slack.com/jobs/975"
"976","Atlassian","Account Manager","Miami, FL","$75976 - $95976","external","https://careers.atlassian.com/jobs/976"
"977","Zendesk","Client Success Manager","Phoenix, AZ","$75977 - $95977","external","https://careers.zendesk.com/jobs/977"
"978","ServiceNow","Customer Success Specialist","Portland, OR","$75978 - $95978","external","https://careers.servicenow.com/jobs/978"
"979","Workday","Account Executive","San Diego, CA","$75979 - $95979","external","https://careers.workday.com/jobs/979"
"980","Snowflake","Sales Representative","Remote, US","$75980 - $95980","submitted","https://careers.snowflake.com/jobs/980"
"981","Datadog","Business Development Representative","Atlanta, GA","$75981 - $95981","external","https://careers.datadog.com/jobs/981"
"982","MongoDB","Sales Development Representative","Austin, TX","$75982 - $95982","external","https://careers.mongodb.com/jobs/982"
"983","Elastic","Client Relationship Manager","Boston, MA","$75983 - $95983","external","https://careers.elastic.com/jobs/983"
"984","Twilio","Customer Success Associate","Chicago, IL","$75984 - $95984","external","https://careers.twilio.com/jobs/984"
"985","SendGrid","Enterprise Customer Success Manager","Denver, CO","$75985 - $95985","submitted","https://careers.sendgrid.com/jobs/985"
"986","Mailchimp","Senior Account Manager","Los Angeles, CA","$75986 - $95986","external","https://careers.mailchimp.com/jobs/986"
"987","DocuSign","Strategic Account Manager","New York, NY","$75987 - $95987","external","https://careers.docusign.com/jobs/987"
"988","Dropbox","Key Account Manager","San Francisco, CA","$75988 - $95988","external","https://careers.dropbox.com/jobs/988"
"989","Box","National Account Manager","Seattle, WA","$75989 - $95989","external","https://careers.box.com/jobs/989"
"990","Okta","Customer Success Manager","Miami, FL","$75990 - $95990","submitted","https://careers.okta.com/jobs/990"
"991","Auth0","Account Manager","Phoenix, AZ","$75991 - $95991","external","https://careers.auth0.com/jobs/991"
"992","Cloudflare","Client Success Manager","Portland, OR","$75992 - $95992","external","https://careers.cloudflare.com/jobs/992"
"993","Fastly","Customer Success Specialist","San Diego, CA","$75993 - $95993","external","https://careers.fastly.com/jobs/993"
"994","Datadog","Account Executive","Remote, US","$75994 - $95994","external","https://careers.datadog.com/jobs/994"
"995","New Relic","Sales Representative","Atlanta, GA","$75995 - $95995","submitted","https://careers.newrelic.com/jobs/995"
"996","GitLab","Business Development Representative","Austin, TX","$75996 - $95996","external","https://careers.gitlab.com/jobs/996"
"997","GitHub","Sales Development Representative","Boston, MA","$75997 - $95997","external","https://careers.github.com/jobs/997"
"998","Bitbucket","Client Relationship Manager","Chicago, IL","$75998 - $95998","external","https://careers.bitbucket.com/jobs/998"
"999","Jira","Customer Success Associate","Denver, CO","$75999 - $95999","external","https://careers.jira.com/jobs/999"
"1000","Confluence","Enterprise Customer Success Manager","Los Angeles, CA","$76000 - $96000","submitted","https://careers.confluence.com/jobs/1000"
